Battle,Latitude,Longitude,Year,War,Participant,Participant_image,Roma_image,Rome_general,Other_general,Winner,Rome_general_image,Other_general_image
Battle of Zama,36.2167,9.1667,-202,Second Punic War,Carthago,Icones/Simbols_imperis/Tanit_carthago.png,Icones/Simbols_imperis/SPQR_roma.png,Publius Cornelius Scipio, Annibal,Rome,Icones/Persones/ScipioAfricanus.png,Icones/Persones/Hannibal_Barca.png
Battle of Actium,38.1,20.7,-31,Final War of the Roman Republic,Antony & Cleopatra,Gaius Julius Caesar Octavianus,Mark Antony & Cleopatra,Rome
